89, 4, 286, 1, 4, 4, 1, 54, 558899
90, 94, 197, 0, 2, 5, 10, 53, 800212
91, 20, 250, 1, 4, 9, 7, 19, 192876
92, 2, 153, 0, 4, 8, 10, 84, 642301
93, 57, 333, 1, 1, 9, 5, 86, 611437
94, 53, 334, 0, 2, 2, 8, 27, 730175
95, 96, 302, 0, 3, 3, 1, 63, 215602
96, 47, 334, 0, 4, 3, 8, 61, 902503
97, 85, 76, 1, 1, 2, 7, 54, 530012
98, 52, 179, 1, 4, 7, 6, 15, 104947
99, 4, 313, 1, 3, 10, 6, 33, 13079
100, 52, 297, 0, 4, 3, 2, 44, 669338
101, 38, 158, 0, 4, 5, 9, 18, 563998
102, 66, 33, 1, 3, 2, 9, 55, 310281
103, 17, 95, 1, 1, 9, 7, 21, 994758
104, 53, 161, 0, 2, 1, 6, 63, 375619
105, 67, 350, 0, 4, 1, 5, 83, 691216
106, 88, 99, 0, 4, 1, 4, 33, 758385
107, 95, 69, 1, 3, 10, 6, 31, 441348
108, 12, 82, 1, 3, 3, 2, 72, 687385
109, 99, 346, 0, 3, 2, 10, 55, 319965
110, 92, 17, 1, 4, 9, 8, 72, 791858
111, 54, 264, 0, 2, 3, 3, 3, 429470
112, 58, 160, 1, 1, 4, 2, 13, 365468
113, 48, 305, 1, 1, 6, 2, 80, 359637
114, 65, 94, 1, 2, 10, 5, 16, 921031
115, 20, 248, 0, 1, 6, 6, 9, 870458
116, 51, 165, 0, 4, 2, 8, 41, 205281
117, 80, 85, 0, 3, 1, 7, 17, 796212
118, 3, 117, 1, 1, 6, 8, 97, 833990
119, 59, 322, 1, 3, 5, 4, 62, 395901
120, 60, 104, 1, 4, 5, 8, 28, 859303
121, 0, 266, 1, 2, 5, 8, 34, 691197
122, 78, 213, 1, 1, 7, 5, 3, 185575
123, 90, 237, 1, 4, 10, 1, 68, 775521
124, 77, 248, 0, 2, 7, 8, 51, 665170
125, 32, 169, 1, 2, 9, 2, 67, 139888
126, 78, 328, 1, 3, 5, 6, 22, 500887
127, 84, 186, 0, 3, 8, 5, 73, 449519
128, 77, 321, 1, 2, 5, 5, 52, 397945
129, 84, 47, 0, 3, 1, 3, 21, 903424
130, 50, 27, 1, 2, 3, 10, 87, 90372
131, 43, 341, 0, 2, 5, 4, 96, 596999
132, 100, 175, 1, 2, 1, 3, 81, 240611
133, 46, 260, 1, 4, 3, 7, 38, 565719
134, 9, 340, 1, 1, 7, 7, 65, 283507
135, 27, 289, 1, 2, 7, 10, 85, 357733
136, 96, 324, 0, 1, 7, 2, 61, 272034
137, 40, 211, 1, 1, 9, 1, 88, 861244
138, 86, 123, 1, 4, 9, 4, 59, 963284
139, 0, 82, 0, 1, 1, 5, 37, 458521
140, 92, 198, 0, 4, 9, 5, 84, 196895
141, 55, 50, 0, 1, 5, 8, 94, 274720
142, 43, 262, 1, 2, 3, 5, 96, 411543
143, 84, 151, 1, 3, 8, 7, 90, 256981
144, 96, 14, 0, 1, 3, 7, 26, 309004
145, 18, 89, 1, 4, 10, 6, 24, 679055
146, 97, 16, 1, 2, 1, 6, 53, 770683
147, 35, 113, 1, 2, 10, 1, 46, 297678
148, 90, 35, 0, 1, 6, 8, 63, 269891
149, 80, 274, 0, 1, 8, 7, 14, 396674
150, 2, 161, 0, 2, 10, 8, 15, 112823
151, 37, 197, 1, 4, 2, 8, 96, 149061
152, 20, 16, 0, 4, 5, 10, 27, 508599
153, 93, 67, 0, 3, 4, 6, 9, 98735
154, 21, 332, 1, 4, 10, 10, 3, 251690
155, 70, 187, 1, 3, 2, 3, 43, 21971
156, 43, 154, 1, 4, 6, 9, 35, 828578
157, 81, 128, 0, 4, 9, 7, 3, 763668
158, 42, 102, 1, 4, 1, 10, 95, 343435
159, 95, 323, 1, 3, 4, 9, 18, 467476
160, 11, 155, 1, 3, 4, 6, 98, 170231
161, 67, 282, 0, 4, 8, 10, 54, 956539
162, 82, 34, 0, 4, 5, 4, 33, 843481
163, 96, 33, 1, 1, 1, 3, 90, 867395
164, 36, 161, 1, 4, 6, 6, 44, 471676
165, 21, 323, 0, 3, 4, 8, 40, 503311
166, 89, 21, 0, 1, 10, 1, 88, 143428
167, 95, 12, 1, 2, 1, 1, 28, 993031
168, 0, 130, 1, 2, 8, 5, 57, 319594
169, 40, 178, 0, 1, 1, 9, 43, 858889
170, 13, 301, 1, 2, 2, 1, 32, 59561
171, 89, 67, 0, 2, 9, 8, 61, 499202
172, 11, 66, 1, 3, 3, 5, 37, 922395
173, 69, 166, 0, 2, 2, 1, 67, 808577
174, 81, 115, 1, 1, 2, 9, 45, 251758
175, 95, 317, 1, 4, 4, 4, 71, 20913
176, 62, 37, 0, 3, 2, 3, 88, 922324
177, 67, 283, 0, 2, 3, 4, 38, 571843
178, 70, 59, 1, 1, 2, 3, 64, 161038
179, 84, 213, 1, 1, 10, 3, 4, 891232
180, 13, 44, 0, 1, 9, 4, 3, 731371
181, 43, 265, 0, 4, 9, 10, 53, 896543
182, 25, 31, 0, 2, 10, 7, 4, 728651
183, 27, 213, 1, 1, 9, 4, 95, 615553
184, 13, 21, 1, 3, 2, 8, 44, 749863
185, 68, 44, 0, 1, 6, 9, 41, 47272
186, 75, 201, 0, 4, 10, 10, 16, 498587
187, 63, 275, 1, 3, 10, 5, 84, 561850
188, 29, 346, 1, 1, 7, 7, 85, 923631
189, 95, 295, 1, 3, 9, 8, 17, 766795
190, 51, 281, 1, 3, 4, 5, 70, 848324
191, 34, 297, 1, 4, 5, 7, 32, 629921
192, 91, 117, 0, 1, 8, 3, 97, 123870
193, 77, 301, 0, 2, 3, 7, 29, 928633
194, 7, 136, 1, 2, 3, 6, 41, 520374
195, 56, 130, 0, 4, 8, 3, 65, 711054
196, 82, 21, 1, 2, 8, 3, 88, 786704
197, 78, 348, 1, 3, 4, 6, 21, 274214
198, 87, 54, 1, 1, 1, 1, 85, 100609
199, 83, 157, 0, 3, 1, 3, 53, 16688
200, 70, 244, 0, 1, 1, 10, 67, 29867
201, 0, 90, 0, 1, 2, 2, 97, 741189
202, 5, 305, 0, 2, 4, 5, 39, 747375
203, 76, 87, 1, 3, 2, 5, 87, 835678
204, 52, 243, 0, 3, 5, 2, 12, 575019
205, 76, 53, 1, 2, 1, 3, 53, 145163
206, 61, 12, 1, 3, 2, 6, 37, 644422
207, 3, 19, 1, 2, 3, 1, 91, 338272
208, 13, 41, 1, 3, 4, 7, 49, 835340
209, 78, 141, 1, 4, 7, 5, 10, 32261
210, 28, 99, 1, 3, 7, 3, 45, 79072
211, 32, 60, 0, 2, 9, 6, 61, 154278
212, 58, 308, 0, 2, 5, 10, 37, 887628
213, 89, 267, 1, 1, 1, 10, 62, 773619
214, 65, 94, 1, 1, 8, 10, 50, 627157
215, 63, 175, 1, 4, 10, 3, 5, 303160
216, 87, 230, 0, 1, 6, 4, 80, 479688
217, 64, 27, 1, 3, 7, 2, 23, 969582
218, 52, 27, 0, 4, 7, 5, 16, 358395
219, 89, 282, 1, 3, 10, 6, 79, 904563
220, 57, 280, 1, 2, 10, 8, 82, 13339
221, 44, 156, 1, 1, 1, 9, 52, 68444
222, 3, 264, 1, 1, 7, 3, 19, 874815
223, 90, 243, 1, 1, 7, 5, 76, 939311
224, 49, 65, 1, 1, 2, 7, 63, 874550
225, 35, 291, 0, 4, 3, 4, 9, 383759
226, 45, 319, 1, 4, 9, 8, 83, 430752
227, 24, 117, 1, 1, 3, 10, 91, 963439
228, 11, 51, 1, 2, 10, 6, 19, 133270
229, 67, 241, 1, 3, 6, 5, 99, 882877
230, 36, 27, 0, 2, 6, 1, 29, 733268
231, 22, 288, 0, 1, 1, 2, 60, 74170
232, 86, 56, 0, 4, 8, 9, 83, 87446
233, 21, 281, 0, 2, 6, 4, 100, 959982
234, 80, 28, 0, 1, 9, 7, 4, 775281
235, 40, 147, 0, 3, 5, 6, 71, 484841
236, 74, 280, 0, 2, 1, 10, 2, 811155
237, 74, 169, 0, 1, 9, 5, 22, 836618
238, 85, 189, 1, 3, 2, 2, 7, 560598
239, 87, 87, 1, 3, 9, 4, 44, 887336
240, 52, 102, 1, 1, 9, 4, 99, 445447
241, 65, 275, 0, 1, 3, 9, 48, 597134
242, 22, 60, 1, 4, 2, 8, 4, 163491
243, 39, 311, 0, 1, 9, 4, 31, 393476
244, 99, 104, 0, 1, 4, 10, 56, 787757
245, 60, 52, 1, 2, 4, 1, 18, 536408
246, 56, 341, 1, 2, 5, 9, 70, 986504
247, 32, 256, 0, 2, 5, 7, 37, 516874
248, 21, 166, 1, 2, 4, 5, 29, 138082
249, 1, 344, 0, 1, 9, 9, 36, 181369
250, 100, 238, 1, 1, 10, 4, 46, 660903
251, 47, 268, 1, 4, 10, 2, 68, 217819
252, 49, 106, 1, 3, 5, 10, 32, 829318
253, 12, 283, 1, 4, 7, 10, 14, 222955
254, 27, 268, 0, 3, 1, 10, 10, 310584
255, 21, 144, 0, 4, 10, 9, 46, 221593
256, 80, 120, 1, 3, 4, 2, 74, 607659
257, 1, 85, 1, 3, 8, 10, 8, 151880
258, 3, 277, 0, 4, 3, 7, 4, 126779
259, 7, 279, 1, 1, 2, 6, 90, 267211
260, 24, 36, 1, 2, 1, 7, 76, 809755
261, 10, 144, 0, 1, 9, 9, 23, 137796
262, 60, 162, 0, 4, 1, 3, 50, 149879
263, 15, 333, 1, 4, 5, 7, 32, 126279
264, 52, 76, 1, 4, 5, 5, 73, 198474
265, 69, 214, 1, 3, 3, 6, 18, 935210
266, 70, 261, 1, 3, 9, 8, 46, 384671
267, 62, 201, 1, 1, 2, 3, 45, 864114
268, 82, 74, 1, 1, 3, 5, 97, 645403
269, 21, 13, 1, 1, 8, 5, 76, 588366
270, 65, 331, 1, 3, 7, 1, 67, 790856
271, 85, 177, 1, 1, 10, 3, 31, 750616
272, 21, 217, 0, 2, 2, 6, 64, 147876
273, 63, 250, 1, 2, 1, 7, 79, 224366
274, 44, 260, 0, 3, 9, 3, 89, 645854
275, 86, 25, 0, 1, 7, 1, 16, 837857
276, 14, 239, 0, 2, 5, 8, 70, 795350
277, 18, 311, 0, 1, 7, 3, 51, 705251
278, 31, 44, 0, 2, 3, 2, 73, 448808
279, 9, 311, 1, 2, 2, 7, 71, 962201
280, 33, 130, 0, 4, 6, 5, 92, 624735
281, 85, 112, 1, 3, 10, 2, 34, 619793
282, 64, 118, 0, 1, 4, 10, 13, 16520
283, 51, 244, 1, 1, 3, 2, 35, 136161
284, 21, 321, 0, 2, 2, 2, 32, 425087
285, 97, 302, 1, 2, 2, 9, 69, 288342
286, 45, 303, 1, 4, 2, 2, 55, 453545
287, 2, 190, 0, 4, 10, 5, 11, 904733
288, 67, 329, 0, 2, 7, 5, 64, 199763
289, 14, 185, 0, 2, 7, 3, 81, 44780
290, 46, 95, 1, 1, 5, 7, 30, 677174
291, 86, 331, 1, 3, 10, 3, 52, 22228
292, 40, 285, 1, 2, 5, 2, 99, 506459
293, 71, 108, 1, 2, 3, 6, 69, 743001
294, 65, 318, 0, 2, 7, 9, 38, 958052
295, 66, 253, 1, 4, 9, 1, 7, 56201
296, 56, 219, 1, 2, 5, 4, 81, 727684
297, 10, 198, 0, 3, 7, 8, 69, 138659
298, 27, 316, 0, 1, 7, 10, 27, 805342
299, 50, 139, 1, 1, 10, 4, 61, 155522
300, 64, 205, 0, 4, 7, 4, 50, 239097
301, 76, 183, 1, 1, 7, 1, 13, 444343
302, 59, 264, 0, 1, 5, 2, 97, 936390
303, 62, 153, 0, 3, 4, 6, 8, 870415
304, 73, 308, 1, 3, 2, 8, 3, 943858
305, 34, 307, 0, 4, 7, 7, 5, 869994
306, 57, 41, 0, 2, 2, 10, 65, 105363
307, 76, 85, 0, 2, 6, 4, 50, 741431
308, 58, 348, 1, 3, 7, 2, 58, 692228
309, 81, 275, 0, 1, 1, 6, 42, 518232
310, 32, 146, 0, 3, 9, 9, 93, 241622
311, 51, 230, 1, 4, 1, 2, 98, 828895
312, 6, 170, 0, 1, 10, 7, 69, 594228
313, 35, 310, 0, 2, 7, 6, 66, 429029
314, 89, 198, 1, 3, 7, 3, 39, 241841
315, 66, 155, 0, 2, 3, 8, 16, 972433
316, 56, 62, 1, 2, 5, 1, 99, 380160
317, 36, 247, 0, 2, 8, 6, 3, 139262
318, 42, 174, 0, 2, 9, 2, 18, 660024
319, 83, 79, 1, 4, 7, 6, 25, 108700
320, 25, 315, 1, 2, 1, 6, 88, 591564
321, 51, 53, 0, 2, 2, 6, 32, 836070
322, 98, 253, 1, 1, 9, 7, 14, 403121
323, 45, 101, 1, 3, 7, 7, 23, 597024
324, 1, 255, 1, 1, 8, 5, 72, 264486
325, 12, 77, 0, 4, 9, 10, 33, 569525
326, 47, 307, 0, 4, 8, 1, 43, 154171
327, 11, 33, 0, 2, 9, 2, 52, 498023
328, 70, 156, 1, 2, 8, 9, 23, 414313
329, 80, 12, 1, 4, 9, 5, 82, 798746
330, 50, 63, 0, 2, 8, 6, 42, 942532
331, 44, 137, 0, 2, 3, 9, 47, 103100
332, 56, 247, 1, 1, 7, 8, 17, 557344
333, 23, 326, 1, 3, 8, 1, 16, 47336
334, 37, 284, 0, 1, 7, 10, 1, 741980
335, 78, 72, 1, 2, 7, 3, 36, 127705
336, 72, 214, 0, 3, 3, 8, 19, 348017
337, 0, 330, 0, 2, 3, 6, 41, 92610
338, 34, 165, 1, 4, 8, 3, 86, 512600
339, 3, 119, 0, 4, 4, 8, 7, 716146
340, 19, 232, 0, 1, 10, 2, 16, 403229
341, 51, 94, 0, 3, 2, 1, 23, 386748
342, 32, 191, 0, 3, 1, 2, 56, 864975
343, 36, 269, 1, 3, 10, 8, 36, 505748
344, 59, 84, 0, 2, 9, 3, 8, 797869
345, 58, 32, 1, 2, 5, 9, 53, 576186
346, 54, 202, 1, 3, 1, 2, 15, 762596
347, 34, 241, 1, 2, 5, 10, 91, 899265
348, 67, 181, 1, 3, 6, 7, 91, 688568
349, 54, 229, 1, 4, 10, 7, 63, 124049
350, 64, 163, 0, 4, 7, 7, 3, 535106
351, 56, 57, 1, 3, 3, 6, 65, 706964
352, 25, 309, 1, 4, 7, 2, 53, 121985
353, 32, 165, 1, 4, 9, 4, 9, 776742
354, 73, 255, 0, 1, 5, 7, 84, 950880
355, 79, 216, 1, 2, 4, 3, 65, 338807
356, 73, 272, 0, 3, 6, 6, 19, 476866
357, 2, 239, 1, 4, 8, 10, 47, 60975
358, 19, 254, 0, 4, 9, 1, 23, 870800
359, 61, 33, 0, 1, 1, 1, 87, 381173
360, 50, 333, 1, 1, 1, 6, 43, 807670
361, 11, 275, 1, 4, 6, 7, 42, 931641
362, 53, 277, 1, 4, 8, 5, 34, 214314
363, 19, 320, 1, 1, 6, 10, 3, 34011
364, 37, 115, 0, 2, 9, 7, 63, 913465
365, 45, 155, 0, 3, 3, 3, 56, 94557
366, 13, 142, 0, 3, 4, 3, 3, 438953
367, 52, 189, 1, 1, 3, 7, 29, 728816
368, 23, 43, 1, 2, 8, 5, 50, 308381
369, 39, 187, 1, 2, 9, 2, 27, 438937
370, 57, 69, 1, 4, 7, 2, 69, 681350
371, 52, 213, 1, 2, 8, 9, 45, 751886
372, 97, 217, 0, 2, 10, 2, 64, 947340
373, 23, 165, 1, 4, 10, 7, 78, 429943
374, 79, 30, 1, 4, 3, 5, 16, 454328
375, 29, 36, 1, 3, 9, 10, 64, 551717
376, 45, 113, 0, 1, 3, 2, 57, 84812
377, 7, 230, 0, 3, 10, 10, 5, 548346
378, 36, 76, 1, 3, 2, 8, 88, 118094
379, 84, 336, 1, 4, 5, 10, 44, 41680
380, 94, 174, 1, 1, 7, 2, 89, 101809
381, 84, 79, 1, 4, 2, 4, 8, 760636
382, 18, 343, 0, 3, 4, 5, 66, 65244
383, 93, 227, 0, 3, 8, 8, 95, 607957
384, 31, 119, 0, 2, 4, 5, 89, 164085
385, 89, 296, 0, 4, 2, 1, 4, 241093
386, 41, 333, 0, 3, 5, 9, 4, 57699
387, 19, 52, 0, 3, 5, 8, 92, 351985
388, 74, 147, 1, 1, 1, 3, 7, 927428
389, 85, 346, 0, 2, 4, 9, 63, 767967
390, 18, 247, 0, 4, 4, 8, 44, 496671
391, 59, 294, 0, 1, 7, 7, 63, 204504
392, 71, 262, 0, 2, 10, 7, 5, 670089
393, 6, 57, 0, 4, 4, 7, 91, 452748
394, 66, 249, 0, 4, 7, 3, 81, 664210
395, 78, 69, 1, 1, 7, 5, 53, 857420
396, 4, 77, 1, 3, 3, 3, 54, 948989
397, 53, 143, 1, 1, 4, 3, 47, 529112
398, 81, 67, 0, 3, 6, 7, 99, 230739
399, 31, 284, 0, 4, 3, 2, 4, 838741
400, 41, 163, 1, 2, 8, 5, 70, 580454
401, 22, 73, 0, 3, 3, 10, 23, 876781
402, 80, 276, 1, 4, 2, 6, 30, 532694
403, 28, 226, 0, 3, 6, 7, 6, 387949
404, 91, 121, 0, 2, 9, 10, 81, 477687
405, 43, 101, 0, 2, 1, 6, 43, 607314
406, 52, 157, 1, 4, 3, 10, 15, 206143
407, 77, 184, 0, 2, 8, 3, 26, 230355
408, 84, 239, 1, 1, 5, 6, 16, 47983
409, 23, 310, 1, 2, 2, 7, 11, 332567
410, 44, 330, 0, 2, 6, 7, 84, 872352
411, 53, 218, 0, 1, 10, 8, 51, 515964
412, 45, 227, 0, 4, 4, 10, 13, 88860
413, 5, 52, 1, 3, 10, 10, 64, 546198
414, 8, 243, 1, 1, 5, 6, 59, 951221
415, 43, 208, 0, 1, 5, 6, 56, 979169
416, 69, 161, 0, 2, 4, 2, 78, 650621
417, 56, 208, 0, 4, 9, 2, 5, 50806
418, 100, 93, 1, 4, 6, 9, 11, 461817
419, 73, 121, 1, 4, 1, 4, 90, 366683
420, 79, 220, 1, 4, 9, 8, 2, 923406
421, 1, 43, 0, 3, 4, 9, 57, 873685
422, 98, 334, 1, 1, 7, 4, 35, 880779
423, 16, 211, 1, 1, 9, 2, 86, 913688
424, 59, 231, 0, 4, 5, 9, 53, 412493
425, 31, 291, 0, 3, 1, 1, 82, 529668
426, 71, 167, 0, 1, 1, 1, 54, 70053
427, 57, 72, 1, 4, 2, 6, 45, 247101
428, 99, 64, 1, 3, 3, 4, 67, 119224
429, 89, 149, 0, 2, 2, 9, 36, 540008
430, 10, 83, 1, 2, 6, 4, 9, 464358
431, 59, 326, 0, 1, 8, 7, 37, 482272
432, 19, 181, 0, 3, 9, 7, 41, 917573
433, 45, 173, 0, 1, 5, 1, 57, 755029
434, 30, 324, 0, 1, 5, 3, 41, 276481
435, 96, 131, 1, 2, 3, 6, 68, 997138
436, 8, 286, 0, 2, 9, 2, 25, 735982
437, 44, 99, 1, 4, 4, 8, 54, 929063
438, 40, 10, 1, 1, 6, 5, 27, 456752
439, 48, 34, 1, 4, 9, 3, 89, 783905
440, 31, 200, 1, 3, 7, 2, 29, 549635
441, 27, 170, 1, 4, 3, 5, 96, 72921
442, 19, 324, 0, 4, 5, 6, 34, 228519
443, 33, 298, 1, 1, 2, 8, 40, 318187
444, 22, 189, 0, 4, 9, 3, 8, 533207
445, 80, 125, 1, 2, 10, 3, 70, 298984
446, 32, 208, 0, 2, 7, 4, 78, 496658
447, 32, 153, 0, 4, 7, 2, 66, 993061
448, 54, 91, 1, 2, 8, 6, 26, 588488
449, 49, 334, 1, 2, 8, 5, 43, 180868
450, 68, 212, 1, 3, 8, 10, 15, 306543
451, 85, 22, 0, 1, 8, 9, 45, 243180
452, 54, 320, 1, 4, 10, 3, 59, 971356
453, 69, 250, 1, 2, 3, 4, 42, 182759
454, 100, 198, 0, 4, 8, 6, 81, 108289
455, 15, 225, 0, 1, 1, 7, 43, 73818
456, 23, 282, 0, 4, 5, 8, 3, 800314
457, 23, 16, 1, 3, 1, 5, 72, 440713
458, 29, 104, 0, 2, 3, 6, 64, 643646
459, 55, 283, 0, 3, 2, 10, 99, 85878
460, 43, 17, 1, 4, 9, 6, 83, 187688
461, 53, 100, 1, 3, 3, 7, 66, 27715
462, 52, 342, 0, 3, 5, 7, 69, 983369
463, 2, 151, 0, 3, 2, 10, 57, 78428
464, 91, 309, 1, 3, 2, 1, 61, 346122
465, 97, 313, 0, 3, 8, 1, 29, 622175
466, 11, 151, 0, 2, 4, 8, 23, 925769
467, 7, 13, 1, 3, 5, 2, 1, 56101
468, 63, 207, 1, 3, 10, 8, 67, 122515
469, 17, 258, 1, 4, 10, 9, 51, 427223
470, 63, 15, 0, 2, 10, 7, 13, 300526
471, 98, 299, 1, 4, 10, 1, 31, 693643
472, 78, 171, 1, 1, 2, 2, 48, 235786
473, 92, 210, 1, 1, 8, 6, 14, 280852
474, 38, 328, 0, 2, 4, 4, 89, 100371
475, 60, 238, 1, 2, 4, 8, 39, 729771
476, 94, 258, 0, 3, 4, 3, 100, 247289
477, 10, 350, 1, 4, 10, 2, 25, 967970
478, 83, 37, 1, 1, 10, 4, 19, 42467
479, 30, 86, 0, 4, 6, 8, 74, 625582
480, 32, 164, 1, 2, 2, 3, 39, 342800
481, 20, 67, 0, 4, 7, 9, 48, 63649
482, 58, 51, 0, 4, 4, 6, 61, 756177
483, 74, 160, 0, 3, 7, 7, 11, 618956
484, 85, 117, 1, 2, 10, 8, 78, 111238
485, 75, 71, 0, 3, 9, 8, 96, 386477
486, 17, 156, 0, 3, 2, 6, 28, 249065
487, 75, 128, 0, 4, 1, 5, 18, 475332
488, 93, 207, 1, 3, 10, 7, 99, 630529
489, 16, 140, 0, 4, 9, 4, 75, 201953
490, 86, 350, 0, 2, 4, 4, 13, 978144
491, 6, 251, 0, 4, 5, 7, 7, 354137
492, 42, 223, 0, 3, 7, 9, 88, 923154
493, 13, 342, 0, 2, 2, 5, 63, 461558
494, 67, 119, 1, 2, 9, 9, 47, 613441
495, 92, 129, 0, 3, 5, 7, 94, 268984
496, 34, 341, 1, 2, 3, 4, 72, 41796
497, 89, 305, 1, 3, 10, 3, 59, 246316
498, 34, 81, 0, 3, 5, 7, 50, 944990
499, 73, 73, 0, 3, 7, 9, 51, 663514
500, 39, 234, 1, 4, 6, 10, 95, 111724
501, 38, 232, 1, 4, 1, 7, 22, 811577
502, 48, 222, 0, 4, 10, 10, 18, 598752
503, 63, 16, 0, 4, 5, 2, 3, 248053
504, 82, 72, 0, 1, 6, 4, 69, 153265
505, 39, 307, 0, 3, 2, 5, 55, 120382
506, 6, 148, 1, 3, 8, 5, 15, 10821
507, 51, 334, 1, 4, 8, 8, 20, 377481
508, 91, 300, 1, 3, 5, 6, 50, 589541
509, 50, 168, 0, 3, 5, 1, 51, 530242
510, 81, 347, 1, 1, 7, 3, 21, 492402
511, 84, 220, 0, 1, 2, 3, 8, 141740
512, 5, 223, 1, 3, 3, 6, 47, 342807
513, 2, 153, 0, 1, 2, 8, 95, 911866
514, 36, 48, 0, 1, 6, 2, 73, 874530
515, 67, 19, 0, 2, 3, 7, 2, 928684
516, 12, 136, 1, 2, 9, 1, 3, 562336
517, 77, 226, 1, 1, 3, 5, 28, 19047
